path_image,label
Image_ciphar10_3000/41406.png,2
Image_ciphar10_3000/24149.png,3
Image_ciphar10_3000/32718.png,9
Image_ciphar10_3000/3948.png,6
Image_ciphar10_3000/35372.png,1
Image_ciphar10_3000/13127.png,7
Image_ciphar10_3000/34605.png,4
Image_ciphar10_3000/29598.png,4
Image_ciphar10_3000/10771.png,3
Image_ciphar10_3000/36978.png,7
Image_ciphar10_3000/354.png,8
Image_ciphar10_3000/40595.png,1
Image_ciphar10_3000/36199.png,9
Image_ciphar10_3000/1260.png,6
Image_ciphar10_3000/40837.png,6
Image_ciphar10_3000/46171.png,6
Image_ciphar10_3000/17944.png,7
Image_ciphar10_3000/23739.png,0
Image_ciphar10_3000/35820.png,5
Image_ciphar10_3000/29284.png,1
Image_ciphar10_3000/22525.png,8
Image_ciphar10_3000/42423.png,9
Image_ciphar10_3000/11745.png,1
Image_ciphar10_3000/14820.png,2
Image_ciphar10_3000/46373.png,4
Image_ciphar10_3000/16657.png,3
Image_ciphar10_3000/41792.png,7
Image_ciphar10_3000/6196.png,9
Image_ciphar10_3000/22324.png,7
Image_ciphar10_3000/34681.png,4
Image_ciphar10_3000/48556.png,5
Image_ciphar10_3000/21330.png,7
Image_ciphar10_3000/1607.png,2
Image_ciphar10_3000/29793.png,1
Image_ciphar10_3000/42805.png,0
Image_ciphar10_3000/33745.png,4
Image_ciphar10_3000/38457.png,2
Image_ciphar10_3000/30505.png,8
Image_ciphar10_3000/1478.png,0
Image_ciphar10_3000/26856.png,2
Image_ciphar10_3000/7250.png,9
Image_ciphar10_3000/32448.png,8
Image_ciphar10_3000/10265.png,4
Image_ciphar10_3000/3088.png,3
Image_ciphar10_3000/17276.png,1
Image_ciphar10_3000/38551.png,7
Image_ciphar10_3000/28672.png,1
Image_ciphar10_3000/18838.png,2
Image_ciphar10_3000/28094.png,5
Image_ciphar10_3000/26085.png,6
Image_ciphar10_3000/40511.png,4
Image_ciphar10_3000/41632.png,9
Image_ciphar10_3000/3845.png,7
Image_ciphar10_3000/10410.png,2
Image_ciphar10_3000/4892.png,8
Image_ciphar10_3000/24651.png,5
Image_ciphar10_3000/46435.png,0
Image_ciphar10_3000/39505.png,0
Image_ciphar10_3000/34765.png,6
Image_ciphar10_3000/39873.png,9
Image_ciphar10_3000/3594.png,6
Image_ciphar10_3000/49014.png,4
Image_ciphar10_3000/45120.png,2
Image_ciphar10_3000/27822.png,9
Image_ciphar10_3000/42901.png,9
Image_ciphar10_3000/15306.png,3
Image_ciphar10_3000/37384.png,9
Image_ciphar10_3000/28856.png,8
Image_ciphar10_3000/1321.png,1
Image_ciphar10_3000/23542.png,3
Image_ciphar10_3000/24358.png,5
Image_ciphar10_3000/9586.png,2
Image_ciphar10_3000/27687.png,0
Image_ciphar10_3000/18792.png,7
Image_ciphar10_3000/49531.png,0
Image_ciphar10_3000/28590.png,7
Image_ciphar10_3000/38000.png,0
Image_ciphar10_3000/38292.png,2
Image_ciphar10_3000/3543.png,9
Image_ciphar10_3000/16805.png,2
Image_ciphar10_3000/5295.png,2
Image_ciphar10_3000/40800.png,5
Image_ciphar10_3000/42704.png,9
Image_ciphar10_3000/23649.png,1
Image_ciphar10_3000/28238.png,3
Image_ciphar10_3000/27951.png,5
Image_ciphar10_3000/9294.png,3
Image_ciphar10_3000/4616.png,1
Image_ciphar10_3000/35607.png,5
Image_ciphar10_3000/22786.png,6
Image_ciphar10_3000/33757.png,8
Image_ciphar10_3000/17052.png,3
Image_ciphar10_3000/6804.png,8
Image_ciphar10_3000/22522.png,0
Image_ciphar10_3000/30808.png,8
Image_ciphar10_3000/12083.png,5
Image_ciphar10_3000/46380.png,6
Image_ciphar10_3000/19871.png,6
Image_ciphar10_3000/48249.png,3
Image_ciphar10_3000/43559.png,9
Image_ciphar10_3000/46440.png,0
Image_ciphar10_3000/13512.png,6
Image_ciphar10_3000/35347.png,9
Image_ciphar10_3000/14085.png,6
Image_ciphar10_3000/23256.png,4
Image_ciphar10_3000/2130.png,9
Image_ciphar10_3000/38252.png,6
Image_ciphar10_3000/28918.png,0
Image_ciphar10_3000/29810.png,1
Image_ciphar10_3000/29254.png,6
Image_ciphar10_3000/42560.png,0
Image_ciphar10_3000/7121.png,7
Image_ciphar10_3000/5483.png,8
Image_ciphar10_3000/47178.png,9
Image_ciphar10_3000/6878.png,4
Image_ciphar10_3000/15098.png,0
Image_ciphar10_3000/26880.png,0
Image_ciphar10_3000/1829.png,7
Image_ciphar10_3000/40461.png,0
Image_ciphar10_3000/6825.png,6
Image_ciphar10_3000/23992.png,9
Image_ciphar10_3000/6822.png,7
Image_ciphar10_3000/38591.png,1
Image_ciphar10_3000/21349.png,2
Image_ciphar10_3000/47864.png,1
Image_ciphar10_3000/28217.png,0
Image_ciphar10_3000/35862.png,1
Image_ciphar10_3000/22080.png,5
Image_ciphar10_3000/2445.png,4
Image_ciphar10_3000/47911.png,2
Image_ciphar10_3000/41932.png,4
Image_ciphar10_3000/22537.png,4
Image_ciphar10_3000/37273.png,5
Image_ciphar10_3000/5906.png,5
Image_ciphar10_3000/38925.png,5
Image_ciphar10_3000/22167.png,9
Image_ciphar10_3000/21198.png,4
Image_ciphar10_3000/22174.png,4
Image_ciphar10_3000/41554.png,6
Image_ciphar10_3000/49540.png,1
Image_ciphar10_3000/39367.png,3
Image_ciphar10_3000/28597.png,4
Image_ciphar10_3000/13609.png,1
Image_ciphar10_3000/32001.png,7
Image_ciphar10_3000/5935.png,7
Image_ciphar10_3000/2303.png,9
Image_ciphar10_3000/19494.png,0
Image_ciphar10_3000/16902.png,9
Image_ciphar10_3000/33756.png,7
Image_ciphar10_3000/43253.png,0
Image_ciphar10_3000/27527.png,6
Image_ciphar10_3000/48543.png,6
Image_ciphar10_3000/4668.png,9
Image_ciphar10_3000/18091.png,6
Image_ciphar10_3000/12719.png,9
Image_ciphar10_3000/48207.png,6
Image_ciphar10_3000/12140.png,0
Image_ciphar10_3000/16389.png,8
Image_ciphar10_3000/41078.png,4
Image_ciphar10_3000/23728.png,7
Image_ciphar10_3000/20644.png,1
Image_ciphar10_3000/15633.png,1
Image_ciphar10_3000/29097.png,3
Image_ciphar10_3000/17977.png,0
Image_ciphar10_3000/15447.png,4
Image_ciphar10_3000/28725.png,0
Image_ciphar10_3000/5761.png,5
Image_ciphar10_3000/43909.png,1
Image_ciphar10_3000/26361.png,4
Image_ciphar10_3000/44042.png,6
Image_ciphar10_3000/39991.png,1
Image_ciphar10_3000/16094.png,2
Image_ciphar10_3000/45558.png,5
Image_ciphar10_3000/25652.png,0
Image_ciphar10_3000/44852.png,4
Image_ciphar10_3000/34757.png,3
Image_ciphar10_3000/43934.png,6
Image_ciphar10_3000/37437.png,5
Image_ciphar10_3000/46098.png,7
Image_ciphar10_3000/38364.png,9
Image_ciphar10_3000/27398.png,5
Image_ciphar10_3000/43410.png,8
Image_ciphar10_3000/687.png,5
Image_ciphar10_3000/38470.png,8
Image_ciphar10_3000/2260.png,1
Image_ciphar10_3000/2320.png,7
Image_ciphar10_3000/49405.png,6
Image_ciphar10_3000/11921.png,1
Image_ciphar10_3000/23116.png,9
Image_ciphar10_3000/8192.png,1
Image_ciphar10_3000/31133.png,5
Image_ciphar10_3000/46559.png,6
Image_ciphar10_3000/27774.png,1
Image_ciphar10_3000/45867.png,1
Image_ciphar10_3000/45644.png,7
Image_ciphar10_3000/6293.png,4
Image_ciphar10_3000/9705.png,9
Image_ciphar10_3000/11115.png,0
Image_ciphar10_3000/33563.png,8
Image_ciphar10_3000/17409.png,7
Image_ciphar10_3000/17309.png,2
Image_ciphar10_3000/48831.png,3
Image_ciphar10_3000/8480.png,9
Image_ciphar10_3000/10007.png,4
Image_ciphar10_3000/17176.png,5
Image_ciphar10_3000/31465.png,4
Image_ciphar10_3000/394.png,1
Image_ciphar10_3000/35038.png,1
Image_ciphar10_3000/20225.png,9
Image_ciphar10_3000/25211.png,1
Image_ciphar10_3000/14837.png,1
Image_ciphar10_3000/29825.png,7
Image_ciphar10_3000/39463.png,8
Image_ciphar10_3000/25266.png,5
Image_ciphar10_3000/23296.png,3
Image_ciphar10_3000/21292.png,9
Image_ciphar10_3000/12068.png,2
Image_ciphar10_3000/48327.png,3
Image_ciphar10_3000/41052.png,1
Image_ciphar10_3000/19086.png,7
Image_ciphar10_3000/4682.png,4
Image_ciphar10_3000/42745.png,3
Image_ciphar10_3000/2504.png,6
Image_ciphar10_3000/1426.png,4
Image_ciphar10_3000/46444.png,3
Image_ciphar10_3000/2442.png,8
Image_ciphar10_3000/40741.png,0
Image_ciphar10_3000/48849.png,7
Image_ciphar10_3000/21935.png,6
Image_ciphar10_3000/1265.png,4
Image_ciphar10_3000/46905.png,1
Image_ciphar10_3000/11680.png,1
Image_ciphar10_3000/48844.png,5
Image_ciphar10_3000/46013.png,8
Image_ciphar10_3000/44433.png,5
Image_ciphar10_3000/17246.png,6
Image_ciphar10_3000/12269.png,8
Image_ciphar10_3000/23908.png,8
Image_ciphar10_3000/13642.png,8
Image_ciphar10_3000/30963.png,4
Image_ciphar10_3000/43114.png,8
Image_ciphar10_3000/4227.png,8
Image_ciphar10_3000/33059.png,0
Image_ciphar10_3000/729.png,6
Image_ciphar10_3000/33327.png,9
Image_ciphar10_3000/20613.png,8
Image_ciphar10_3000/48704.png,2
Image_ciphar10_3000/30752.png,2
Image_ciphar10_3000/31718.png,8
Image_ciphar10_3000/31847.png,8
Image_ciphar10_3000/45263.png,0
Image_ciphar10_3000/2264.png,7
Image_ciphar10_3000/23320.png,8
Image_ciphar10_3000/47453.png,2
Image_ciphar10_3000/41587.png,1
Image_ciphar10_3000/3217.png,9
Image_ciphar10_3000/46971.png,6
Image_ciphar10_3000/32692.png,8
Image_ciphar10_3000/45176.png,3
Image_ciphar10_3000/30922.png,4
Image_ciphar10_3000/38093.png,4
Image_ciphar10_3000/42266.png,8
Image_ciphar10_3000/15781.png,8
Image_ciphar10_3000/10213.png,0
Image_ciphar10_3000/23995.png,4
Image_ciphar10_3000/37586.png,4
Image_ciphar10_3000/21215.png,5
Image_ciphar10_3000/47154.png,7
Image_ciphar10_3000/2146.png,0
Image_ciphar10_3000/7050.png,3
Image_ciphar10_3000/29535.png,7
Image_ciphar10_3000/31327.png,7
Image_ciphar10_3000/29729.png,2
Image_ciphar10_3000/16730.png,8
Image_ciphar10_3000/25965.png,6
Image_ciphar10_3000/4847.png,4
Image_ciphar10_3000/23820.png,9
Image_ciphar10_3000/18557.png,7
Image_ciphar10_3000/9713.png,2
Image_ciphar10_3000/5130.png,3
Image_ciphar10_3000/2637.png,9
Image_ciphar10_3000/44892.png,4
Image_ciphar10_3000/28176.png,1
Image_ciphar10_3000/49034.png,5
Image_ciphar10_3000/25722.png,8
Image_ciphar10_3000/28117.png,2
Image_ciphar10_3000/18166.png,7
Image_ciphar10_3000/43941.png,7
Image_ciphar10_3000/35991.png,1
Image_ciphar10_3000/29073.png,9
Image_ciphar10_3000/25848.png,2
Image_ciphar10_3000/1529.png,3
Image_ciphar10_3000/49087.png,9
Image_ciphar10_3000/37747.png,5
Image_ciphar10_3000/9786.png,6
Image_ciphar10_3000/41019.png,2
Image_ciphar10_3000/4990.png,4
Image_ciphar10_3000/42780.png,3
Image_ciphar10_3000/15403.png,6
Image_ciphar10_3000/23986.png,4
Image_ciphar10_3000/43160.png,8
Image_ciphar10_3000/43097.png,8
Image_ciphar10_3000/35745.png,0
Image_ciphar10_3000/41410.png,9
Image_ciphar10_3000/19896.png,3
Image_ciphar10_3000/42453.png,9
Image_ciphar10_3000/333.png,0
Image_ciphar10_3000/11177.png,0
Image_ciphar10_3000/14083.png,4
Image_ciphar10_3000/47025.png,5
Image_ciphar10_3000/15516.png,4
Image_ciphar10_3000/43477.png,2
Image_ciphar10_3000/45515.png,3
Image_ciphar10_3000/28177.png,2
Image_ciphar10_3000/11856.png,3
Image_ciphar10_3000/8115.png,4
Image_ciphar10_3000/19642.png,6
Image_ciphar10_3000/42164.png,1
Image_ciphar10_3000/43403.png,3
Image_ciphar10_3000/36256.png,8
Image_ciphar10_3000/9256.png,2
Image_ciphar10_3000/2106.png,4
Image_ciphar10_3000/30515.png,8
Image_ciphar10_3000/26293.png,1
Image_ciphar10_3000/45377.png,7
Image_ciphar10_3000/24507.png,5
Image_ciphar10_3000/18109.png,7
Image_ciphar10_3000/11627.png,4
Image_ciphar10_3000/30262.png,8
Image_ciphar10_3000/11185.png,9
Image_ciphar10_3000/31666.png,1
Image_ciphar10_3000/30589.png,6
Image_ciphar10_3000/22578.png,3
Image_ciphar10_3000/10894.png,0
Image_ciphar10_3000/1405.png,8
Image_ciphar10_3000/34827.png,7
Image_ciphar10_3000/44098.png,1
Image_ciphar10_3000/43473.png,3
Image_ciphar10_3000/43807.png,1
Image_ciphar10_3000/3732.png,0
Image_ciphar10_3000/34615.png,2
Image_ciphar10_3000/3444.png,0
Image_ciphar10_3000/30822.png,1
Image_ciphar10_3000/46213.png,8
Image_ciphar10_3000/15150.png,0
Image_ciphar10_3000/34030.png,3
Image_ciphar10_3000/345.png,0
Image_ciphar10_3000/21964.png,7
Image_ciphar10_3000/5984.png,1
Image_ciphar10_3000/27824.png,2
Image_ciphar10_3000/27450.png,8
Image_ciphar10_3000/30261.png,5
Image_ciphar10_3000/27468.png,3
Image_ciphar10_3000/24360.png,6
Image_ciphar10_3000/17733.png,1
Image_ciphar10_3000/48729.png,1
Image_ciphar10_3000/44741.png,5
Image_ciphar10_3000/27969.png,5
Image_ciphar10_3000/35450.png,3
Image_ciphar10_3000/41953.png,3
Image_ciphar10_3000/18644.png,5
Image_ciphar10_3000/42248.png,8
Image_ciphar10_3000/12184.png,1
Image_ciphar10_3000/24894.png,9
Image_ciphar10_3000/37128.png,2
Image_ciphar10_3000/46888.png,2
Image_ciphar10_3000/32402.png,0
Image_ciphar10_3000/21777.png,5
Image_ciphar10_3000/20620.png,1
Image_ciphar10_3000/1990.png,6
Image_ciphar10_3000/43878.png,3
Image_ciphar10_3000/5558.png,0
Image_ciphar10_3000/6609.png,1
Image_ciphar10_3000/29968.png,1
Image_ciphar10_3000/49118.png,3
Image_ciphar10_3000/3512.png,2
Image_ciphar10_3000/32160.png,1
Image_ciphar10_3000/32024.png,8
Image_ciphar10_3000/23983.png,1
Image_ciphar10_3000/2622.png,5
Image_ciphar10_3000/9053.png,3
Image_ciphar10_3000/12895.png,1
Image_ciphar10_3000/33521.png,9
Image_ciphar10_3000/18774.png,5
Image_ciphar10_3000/12441.png,3
Image_ciphar10_3000/45343.png,2
Image_ciphar10_3000/29565.png,8
Image_ciphar10_3000/17011.png,8
Image_ciphar10_3000/29244.png,2
Image_ciphar10_3000/34139.png,1
Image_ciphar10_3000/16623.png,2
Image_ciphar10_3000/32367.png,1
Image_ciphar10_3000/48292.png,0
Image_ciphar10_3000/34753.png,4
Image_ciphar10_3000/7167.png,2
Image_ciphar10_3000/26005.png,8
Image_ciphar10_3000/29631.png,5
Image_ciphar10_3000/39838.png,9
Image_ciphar10_3000/21172.png,4
Image_ciphar10_3000/8243.png,0
Image_ciphar10_3000/17815.png,3
Image_ciphar10_3000/16973.png,7
Image_ciphar10_3000/17643.png,5
Image_ciphar10_3000/43820.png,5
Image_ciphar10_3000/26254.png,3
Image_ciphar10_3000/43833.png,3
Image_ciphar10_3000/9172.png,0
Image_ciphar10_3000/8931.png,4
Image_ciphar10_3000/39051.png,9
Image_ciphar10_3000/30971.png,4
Image_ciphar10_3000/44521.png,1
Image_ciphar10_3000/41123.png,8
Image_ciphar10_3000/9862.png,8
Image_ciphar10_3000/42645.png,0
Image_ciphar10_3000/23616.png,9
Image_ciphar10_3000/45038.png,8
Image_ciphar10_3000/43305.png,4
Image_ciphar10_3000/44633.png,5
Image_ciphar10_3000/38131.png,0
Image_ciphar10_3000/38789.png,5
Image_ciphar10_3000/38123.png,6
Image_ciphar10_3000/21652.png,1
Image_ciphar10_3000/48663.png,9
Image_ciphar10_3000/23177.png,5
Image_ciphar10_3000/49064.png,7
Image_ciphar10_3000/26151.png,9
Image_ciphar10_3000/40579.png,8
Image_ciphar10_3000/14153.png,4
Image_ciphar10_3000/30580.png,5
Image_ciphar10_3000/8124.png,8
Image_ciphar10_3000/17076.png,6
Image_ciphar10_3000/11007.png,2
Image_ciphar10_3000/20395.png,5
Image_ciphar10_3000/35079.png,8
Image_ciphar10_3000/1407.png,4
Image_ciphar10_3000/28246.png,1
Image_ciphar10_3000/31275.png,1
Image_ciphar10_3000/42842.png,9
Image_ciphar10_3000/10047.png,4
Image_ciphar10_3000/19673.png,2
Image_ciphar10_3000/23080.png,0
Image_ciphar10_3000/32584.png,3
Image_ciphar10_3000/43173.png,4
Image_ciphar10_3000/46030.png,8
Image_ciphar10_3000/47585.png,2
Image_ciphar10_3000/35007.png,9
Image_ciphar10_3000/12039.png,1
Image_ciphar10_3000/3720.png,9
Image_ciphar10_3000/15678.png,0
Image_ciphar10_3000/32260.png,8
Image_ciphar10_3000/262.png,1
Image_ciphar10_3000/19036.png,8
Image_ciphar10_3000/439.png,9
Image_ciphar10_3000/14221.png,9
Image_ciphar10_3000/9260.png,4
Image_ciphar10_3000/18655.png,1
Image_ciphar10_3000/40530.png,4
Image_ciphar10_3000/22895.png,7
Image_ciphar10_3000/29379.png,0
Image_ciphar10_3000/40095.png,6
Image_ciphar10_3000/42445.png,6
Image_ciphar10_3000/17785.png,9
Image_ciphar10_3000/27648.png,4
Image_ciphar10_3000/37711.png,8
Image_ciphar10_3000/18801.png,9
Image_ciphar10_3000/47342.png,8
Image_ciphar10_3000/3873.png,4
Image_ciphar10_3000/37618.png,6
Image_ciphar10_3000/19468.png,7
Image_ciphar10_3000/4488.png,5
Image_ciphar10_3000/32316.png,4
Image_ciphar10_3000/35571.png,0
Image_ciphar10_3000/18305.png,4
Image_ciphar10_3000/32606.png,9
Image_ciphar10_3000/43921.png,5
Image_ciphar10_3000/14574.png,4
Image_ciphar10_3000/18953.png,2
Image_ciphar10_3000/39234.png,2
Image_ciphar10_3000/23355.png,4
Image_ciphar10_3000/16616.png,4
Image_ciphar10_3000/8112.png,8
Image_ciphar10_3000/1152.png,8
Image_ciphar10_3000/42037.png,4
Image_ciphar10_3000/1155.png,6
Image_ciphar10_3000/417.png,3
Image_ciphar10_3000/14600.png,9
Image_ciphar10_3000/4401.png,4
Image_ciphar10_3000/28718.png,3
Image_ciphar10_3000/25764.png,0
Image_ciphar10_3000/45760.png,6
Image_ciphar10_3000/27881.png,3
Image_ciphar10_3000/16288.png,6
Image_ciphar10_3000/12182.png,0
Image_ciphar10_3000/21748.png,6
Image_ciphar10_3000/17163.png,8
Image_ciphar10_3000/40124.png,8
Image_ciphar10_3000/31507.png,0
Image_ciphar10_3000/11380.png,3
Image_ciphar10_3000/13401.png,0
Image_ciphar10_3000/13975.png,7
